6,0,180,0,0,14,0
0,0,289,0,0,58,0
1,0,31,0,0,165,0
0,0,0,0,0,248,0
0,0,30,0,0,144,0
0,0,0,125,0,15,0
0,0,0,522,0,50,0
1,0,0,293,0,9,0
0,0,0,64,0,0,21
0,0,0,6,0,0,9
1,0,0,0,3,0,0
0,0,0,0,6,0,0
0,0,0,0,5,0,0
0,0,0,6,18,0,0
0,0,0,0,24,0,0
0,0,0,2,15,0,0
0,0,0,0,26,0,0
0,0,0,0,22,0,0
0,0,0,2,15,0,0
0,0,0,0,14,0,0
0,0,0,2,26,0,0
0,0,0,1,39,0,0
0,0,0,6,41,0,0
0,0,0,8,78,0,0
0,0,0,9,80,0,0
0,0,0,4,117,0,0
0,0,0,0,84,0,0
0,0,0,0,87,0,0
0,0,0,0,41,0,0
0,0,0,0,56,0,0
90,0,0,0,17,0,0
0,0,0,0,11,0,0
3,0,0,0,5,0,0
29,27,0,0,10,0,0
42,4,0,0,0,0,0
139,42,0,0,0,0,0
328,329,0,0,0,0,0
186,327,0,0,0,0,0
102,97,4,0,0,0,0
19,10,3,0,0,0,0
7,2,5,0,0,0,0
10,2,10,0,0,5,0
5,0,7,0,0,4,0
6,0,2,0,0,8,0
6,0,0,0,0,3,0
11,0,1,0,0,3,0
5,0,0,0,0,2,0
6,0,1,0,0,1,0
9,0,1,0,0,0,0
4,0,1,0,0,0,0
6,0,1,0,0,0,0
2,0,0,0,0,1,0
2,0,5,0,0,1,0
8,0,4,0,0,2,0
12,0,3,0,0,0,0
10,0,13,0,0,0,0
14,0,27,0,0,0,0
5,0,104,0,0,3,0
5,0,38,0,0,5,0
0,0,50,0,0,9,0
