0,0,38,0,0,0,0
0,0,275,0,0,31,0
0,0,17,0,0,159,0
0,1,4,0,0,317,0
0,0,4,0,0,181,0
0,0,2,115,0,12,0
0,0,2,510,0,51,0
0,0,2,340,0,3,0
0,0,1,103,0,0,0
0,0,1,5,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,1,2,0,0,0
0,0,0,1,9,0,0
0,0,3,2,12,0,0
0,0,3,2,20,0,0
0,0,3,0,22,0,0
0,0,0,1,1,0,0
0,0,1,0,5,0,0
0,0,2,0,9,0,0
0,0,0,1,30,0,0
0,0,0,0,29,0,0
0,0,1,0,50,0,0
0,0,2,2,73,0,0
0,0,0,1,95,0,0
0,0,1,4,129,0,0
0,0,0,0,76,0,0
0,0,0,0,86,1,0
1,0,0,0,28,1,0
1,0,0,0,59,0,0
90,0,0,0,20,1,0
11,0,0,0,15,1,0
1,0,1,0,15,3,0
10,20,0,0,0,3,0
35,10,1,0,0,1,0
91,11,2,0,0,0,0
414,214,0,0,0,1,0
225,119,0,0,0,3,0
75,23,1,0,0,1,0
30,0,1,0,0,0,0
12,0,1,0,0,1,0
6,0,0,0,0,0,0
5,0,0,0,0,0,0
10,0,2,0,0,3,0
2,0,0,0,0,3,0
1,0,0,0,0,2,0
19,0,1,0,0,4,0
17,0,0,0,0,5,0
10,0,2,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,0,0,0,0,0,0
6,0,0,0,0,0,0
1,0,0,0,0,0,0
10,0,0,0,0,0,0
30,0,9,0,0,0,0
0,0,18,0,0,2,0
0,0,67,0,0,8,0
0,0,17,0,0,0,0
0,0,3,0,0,0,0
