0,0,81,0,0,0,0
0,0,272,0,0,36,0
0,0,10,0,0,160,0
0,1,1,0,0,319,0
0,0,0,0,0,180,0
0,0,0,115,0,10,0
0,0,0,511,0,51,0
0,0,0,336,0,0,0
0,0,0,105,0,0,0
0,0,0,6,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,2,0,0,0
0,0,0,1,8,0,0
0,0,0,0,15,0,0
0,0,0,3,19,0,0
0,0,0,1,22,0,0
0,0,0,1,0,0,0
0,0,0,0,5,0,0
0,0,0,0,6,0,0
0,0,0,1,33,0,0
0,0,0,0,26,0,0
0,0,0,0,53,0,0
0,0,0,2,70,0,0
0,0,0,1,101,0,0
0,0,0,4,126,0,0
0,0,0,0,71,0,0
0,0,0,0,91,0,0
0,0,0,0,28,0,0
0,0,0,0,59,0,0
90,0,0,0,20,0,0
10,0,0,0,15,0,0
0,0,0,0,15,0,0
10,20,0,0,0,0,0
34,10,0,0,0,0,0
98,12,0,0,0,0,0
403,218,0,0,0,0,0
224,114,0,0,0,0,0
79,23,0,0,0,0,0
27,0,0,0,0,0,0
7,0,3,0,0,1,0
11,0,1,0,0,0,0
5,0,0,0,0,1,0
11,0,0,0,0,0,0
2,0,0,0,0,1,0
3,0,0,0,0,2,0
11,0,0,0,0,2,0
11,0,0,0,0,2,0
13,0,1,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
1,0,0,0,0,0,0
5,0,0,0,0,0,0
9,0,0,0,0,4,0
5,0,0,0,0,0,0
36,0,8,0,0,6,0
2,0,20,0,0,7,0
0,0,69,0,0,16,0
0,0,21,0,0,0,0
0,0,3,0,0,0,0
