6,0,160,0,0,14,0
0,0,279,0,0,58,0
1,0,31,0,0,165,0
0,0,0,0,0,218,0
0,0,0,0,0,174,0
0,0,0,36,0,15,0
0,0,0,548,0,50,0
1,0,0,296,0,9,0
0,0,0,64,0,0,0
0,0,0,6,0,0,0
1,0,0,0,3,0,0
0,0,0,0,6,0,0
0,0,0,0,5,0,0
0,0,0,6,18,0,0
0,0,0,0,24,0,0
0,0,0,2,15,0,0
0,0,0,0,25,0,0
0,0,0,0,22,0,0
0,0,0,2,10,0,0
0,0,0,0,7,0,0
0,0,0,2,10,0,0
0,0,0,1,17,0,0
0,0,0,6,15,0,0
0,0,0,8,53,0,0
0,0,0,9,69,0,0
0,0,0,4,110,0,0
0,0,0,0,82,0,0
0,0,0,0,80,0,0
0,0,0,0,30,0,0
0,0,0,0,48,0,0
90,0,0,0,15,0,0
0,0,0,0,11,0,0
3,0,0,0,5,0,0
29,27,0,0,10,0,0
42,4,0,0,0,0,0
139,42,0,0,0,0,0
328,312,0,0,0,0,0
186,232,0,0,0,0,0
102,60,4,0,0,0,0
19,9,3,0,0,0,0
7,2,5,0,0,0,0
8,2,10,0,0,5,0
1,0,7,0,0,4,0
2,0,2,0,0,8,0
1,0,0,0,0,3,0
3,0,1,0,0,3,0
0,0,0,0,0,2,0
2,0,1,0,0,1,0
0,0,1,0,0,0,0
0,0,1,0,0,0,0
5,0,1,0,0,0,0
0,0,0,0,0,1,0
1,0,5,0,0,1,0
0,0,4,0,0,2,0
3,0,3,0,0,0,0
1,0,13,0,0,0,0
3,0,27,0,0,0,0
3,0,104,0,0,3,0
3,0,38,0,0,5,0
0,0,50,0,0,9,0
