0,0,93,0,0,0,0
0,0,296,0,0,20,0
0,0,1,0,0,120,0
0,0,0,0,0,233,0
0,0,0,0,0,176,0
0,0,0,90,0,10,0
0,0,0,441,0,50,0
0,0,0,240,0,0,0
0,0,0,60,0,0,0
0,0,0,10,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,11,0,0
0,0,0,0,26,0,0
0,0,0,0,64,0,0
0,0,0,0,46,0,0
0,0,0,0,67,0,0
0,0,0,0,17,0,0
0,0,0,0,22,0,0
90,0,0,0,10,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6,20,0,0,0,0,0
41,10,0,0,0,0,0
88,11,1,0,0,0,0
317,284,15,0,0,0,0
182,151,4,0,0,0,0
79,3,0,0,0,0,0
21,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,4,0,0,0,0
0,0,0,0,0,0,0
9,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
3,0,0,0,0,0,0
9,0,0,0,0,0,0
18,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
9,0,0,0,0,0,0
1,0,0,0,0,0,0
34,0,10,0,0,0,0
5,0,6,0,0,0,0
0,0,113,0,0,0,0
0,0,23,0,0,0,0
0,0,2,0,0,0,0
